46,male,Edward,L,Villa,2646 Southern Avenue,Des Moines,IA,50309,6/4/1954,Visa,4.55642E+15,14-Mar
47,male,Donald,G,Jessup,3574 Edgewood Road,Huttig,AR,71747,4/13/1935,MasterCard,5.52663E+15,18-Nov
48,female,Anita,D,Robinson,3020 Daylene Drive,Bloomfield Township,MI,48302,3/22/1976,MasterCard,5.31835E+15,17-Jun
49,male,Ronnie,S,Carter,3272 Everette Alley,Fort Lauderdale,FL,33308,7/7/1977,Visa,4.71669E+15,14-Aug
50,male,Samuel,S,Knight,1226 Rhode Island Avenue,Washington,DC,20036,8/24/1989,MasterCard,5.49818E+15,14-Sep
51,male,Daniel,W,Perry,4728 Counts Lane,Nicholasville,KY,40356,8/1/1989,MasterCard,5.34229E+15,16-Nov
52,female,Carrie,P,Pero,3188 McKinley Avenue,Boulder,CO,80302,10/14/1945,MasterCard,5.55735E+15,14-Jun
53,female,Elizabeth,C,Mork,796 Franklin Street,Eufaula,AL,36027,10/12/1951,Visa,4.5326E+15,14-Nov
54,female,Shannon,M,Fink,3331 George Avenue,Coffeeville,AL,36524,7/27/1950,Visa,4.92986E+15,15-Jul
55,male,John,S,Washburn,2612 Overlook Drive,Richmond,IN,47374,10/18/1962,MasterCard,5.4325E+15,16-Mar
56,female,Megan,R,McCarty,546 East Avenue,Scottsdale,AZ,85253,11/21/1941,MasterCard,5.34205E+15,14-Jan
57,male,Phillip,W,Tannehill,4197 Charmaine Lane,Nelms,TX,79373,1/15/1976,MasterCard,5.34511E+15,15-Jan
58,female,Samantha,C,Charette,536 Clousson Road,Houston,TX,77002,10/21/1989,MasterCard,5.54796E+15,17-Sep
59,female,Shirley,J,Williams,384 Fannie Street,Houston,TX,77027,7/29/1975,MasterCard,5.56993E+15,18-Sep
60,male,Carlos,M,Duncan,3993 Science Center Drive,Fruitland,ID,83619,12/15/1953,Visa,4.91617E+15,16-Oct
61,male,Walter,P,Waldo,4209 Thorn Street,Cheyenne,WY,82001,3/10/1976,MasterCard,5.51905E+15,17-Jul
62,female,Alma,S,Smith,3675 Peck Street,Nashua,NH,3060,5/1/1993,Visa,4.48559E+15,15-Apr
63,male,Lawrence,K,Thor,3035 Palmer Road,Worthington,OH,43085,12/5/1928,MasterCard,5.3261E+15,15-Jan
64,female,Gabrielle,R,Gil,3387 Haven Lane,Potterville,MI,48876,2/2/1936,MasterCard,5.27513E+15,16-Dec
65,female,Kathryn,R,McPherson,1385 Southern Street,Huntington,NY,11743,8/25/1925,MasterCard,5.14527E+15,15-Aug
66,male,Saul,L,Hearn,4078 Golden Street,Miami,FL,33147,10/26/1988,MasterCard,5.52114E+15,15-Nov
67,male,Herman,A,Little,154 Franklin Street,Opelika,AL,36801,1/3/1958,MasterCard,5.57224E+15,16-Oct
68,female,Lillian,A,Stephens,222 Granville Lane,Newark,NJ,7104,3/8/1958,Visa,4.53219E+15,17-Jan
69,male,Timothy,S,Wilson,1626 Simpson Street,Moline,IL,61265,1/14/1926,MasterCard,5.36864E+15,18-Dec
70,male,Harry,V,Dean,4785 Briercliff Road,Jamaica,NY,11432,11/11/1992,Visa,4.55672E+15,18-Jun
71,male,David,C,Myers,2929 Petunia Way,Birmingham,AL,35203,7/11/1932,Visa,4.91675E+15,15-Jan
72,male,Richard,M,Rollings,2101 Cemetery Street,Salinas,CA,93901,1/24/1963,MasterCard,5.29795E+15,17-Feb
73,male,Matthew,E,Carroll,3926 Hidden Meadow Drive,Upham,ND,58789,1/19/1972,Visa,4.91636E+15,17-Sep
74,female,Sheila,C,Hahn,1868 Romrog Way,Kearney,NE,68847,10/14/1928,MasterCard,5.32574E+15,14-Sep
75,male,Robert,R,Yuhas,1646 Coburn Hollow Road,Monmouth,IL,61462,8/29/1964,Visa,4.93E+15,15-Nov
76,male,Fernando,F,Harbaugh,4653 Masonic Hill Road,Little Rock,AR,72211,4/17/1930,Visa,4.53248E+15,18-Feb
77,female,Teresa,D,Sexton,2469 Emily Renzelli Boulevard,Monterey,CA,95940,3/13/1976,Visa,4.53217E+15,16-Apr
78,male,Raymond,S,Fraser,3246 Wildwood Street,Boardman,OH,44512,3/8/1968,Visa,4.53214E+15,17-Apr
79,male,Terry,B,Holland,1487 Kenwood Place,Fort Lauderdale,FL,33301,1/29/1937,MasterCard,5.58822E+15,15-Sep
80,male,Henry,K,Haynes,2523 Morningview Lane,New York,NY,10013,6/7/1935,Visa,4.53215E+15,16-Dec
81,male,William,L,Alton,2089 Pyramid Valley Road,Cedar Rapids,IA,52405,12/16/1993,MasterCard,5.22369E+15,14-May
82,male,James,L,Bellamy,3679 Center Avenue,Stockton,CA,95204,4/23/1965,MasterCard,5.48639E+15,14-Feb
83,male,Allen,L,Eastman,1688 Leverton Cove Road,Pittsfield,MA,1201,9/2/1995,Visa,4.9291E+15,16-Jun
84,male,Joseph,P,Brockett,992 Tree Frog Lane,Independence,MO,64050,3/17/1973,Visa,4.92993E+15,14-Jul
85,male,Robert,T,Mabe,821 Aviation Way,Anaheim,CA,92801,11/8/1948,Visa,4.55693E+15,17-Dec
86,female,Mary,F,Huff,2350 Lynn Street,Cambridge,MA,2141,10/22/1928,MasterCard,5.16861E+15,14-Apr
87,female,Margaret,D,Chenard,4703 Jadewood Farms,Caldwell,NJ,7006,9/29/1944,MasterCard,5.50237E+15,14-Jun
88,male,Lane,G,Heffner,3361 Viking Drive,Carroll,OH,43112,10/3/1929,MasterCard,5.29548E+15,16-Sep
89,female,Pamela,R,Robinson,2357 West Side Avenue,Rochelle Park,NJ,7762,12/9/1958,Visa,4.48519E+15,17-Jan
90,male,Frank,V,Morey,2515 Eden Drive,Richmond,VA,23222,8/11/1940,MasterCard,5.3127E+15,18-Sep
91,male,John,G,Robertson,3249 Arbor Court,Casper,WY,82601,4/24/1944,Visa,4.91607E+15,15-Feb
92,male,Darnell,V,Fields,3410 Vineyard Drive,Elyria,OH,44035,11/3/1952,Visa,4.53217E+15,14-Jul
93,male,Karl,Y,Allen,3073 Pinchelone Street,Portsmouth,VA,23707,8/6/1950,MasterCard,5.28303E+15,14-Aug
94,female,Katrina,D,Hargraves,2355 Melville Street,Troy,TN,38260,8/10/1982,MasterCard,5.22844E+15,16-Oct
95,female,Patricia,V,Brockington,4707 Jennifer Lane,Durham,NC,27703,1/23/1991,MasterCard,5.42851E+15,18-Jun
96,male,Arturo,T,Yeager,2981 Timber Oak Drive,Dalhart,TX,79022,4/5/1924,Visa,4.91608E+15,14-Jan
97,female,Mary,C,Keyes,954 Victoria Court,Caribou,ME,4736,7/27/1991,MasterCard,5.22134E+15,16-Apr
98,female,Gayle,H,Flowers,2083 Ersel Street,Dallas,TX,75225,6/25/1937,MasterCard,5.49384E+15,15-Oct
99,female,Adrienne,R,Mullins,2720 Diamond Street,Asheville,NC,28801,7/14/1947,Visa,4.53279E+15,18-Apr
100,female,Linda,M,Hopkins,839 Stockert Hollow Road,Lynnwood,WA,98036,2/2/1963,Visa,4.53259E+15,17-Aug
101,male,James,P,Prado,2946 Williams Avenue,Bakersfield,CA,93307,8/31/1951,Visa,4.91615E+15,18-Mar
102,female,Susan,T,Harmon,3239 Straford Park,Lexington,KY,40507,10/25/1956,Visa,4.53987E+15,15-May
103,female,Syreeta,D,Guzman,4005 Morningview Lane,Greene,IA,50636,5/2/1973,Visa,4.91685E+15,16-Jan
104,female,Chin,C,Molina,2736 Tea Berry Lane,Mason,WI,54856,12/22/1987,Visa,4.71698E+15,18-Jun
105,male,Keith,P,Cheek,545 Stanley Avenue,New York,NY,10011,8/9/1947,Visa,4.53241E+15,18-Jul
106,female,Kimberly,C,Morton,477 McDowell Street,Sango,TN,37040,6/14/1984,MasterCard,5.36039E+15,16-Jun
107,male,Christopher,A,Herrera,1490 Nancy Street,Morrisville,NC,27560,7/19/1980,Visa,4.53934E+15,14-Aug
108,female,Cheryl,J,Vu,1539 Shinn Street,New York,NY,10022,3/24/1973,Visa,4.48551E+15,17-Sep
109,female,Holly,R,Peterman,280 Lunetta Street,Saint Petersburg,FL,33716,10/13/1923,Visa,4.91623E+15,14-Oct
110,male,Nicholas,J,Martinez,4349 Alpha Avenue,Middleburg,FL,32068,11/3/1975,MasterCard,5.52748E+15,14-Nov
111,male,Kevin,S,Sheppard,3078 Sunburst Drive,Fort Myers,FL,33901,3/14/1966,MasterCard,5.36947E+15,15-Aug
112,female,Sandra,D,Knight,2544 McKinley Avenue,Denver,CO,80202,12/26/1929,MasterCard,5.30866E+15,15-Aug
113,male,Jose,R,Izaguirre,1556 Oakmound Drive,Hickory Hills,IL,60457,8/6/1989,Visa,4.48583E+15,16-Dec
114,female,Candy,J,Johnson,932 Morgan Street,Pensacola,FL,32507,4/13/1979,MasterCard,5.3826E+15,14-Jan
115,male,Haywood,R,Kim,3651 Ashmor Drive,Moorhead,MN,56560,9/13/1930,MasterCard,5.23181E+15,18-May
116,male,Brian,J,Perez,4796 Emily Drive,Columbia,SC,29201,6/29/1971,Visa,4.71659E+15,16-Nov
117,female,Veronica,D,Singleton,251 Heavens Way,Los Angeles,CA,90017,2/22/1966,MasterCard,5.56157E+15,15-Apr
118,female,Patricia,J,Downard,4891 Clay Street,Indianapolis,IN,46214,6/23/1994,MasterCard,5.58948E+15,16-Jul
119,female,Kay,J,Brunette,1910 Froe Street,Charleston,WV,25301,10/10/1964,Visa,4.53999E+15,14-Jan
120,female,Chastity,C,Harris,835 Coventry Court,Biloxi,MS,39531,2/10/1964,Visa,4.92938E+15,15-Apr
121,female,Bette,R,Diaz,1620 Hinkle Deegan Lake Road,Morris,NY,13808,6/22/1995,Visa,4.55696E+15,14-May
122,female,Rachel,F,Fannin,1560 Wolf Pen Road,San Jose,CA,95113,1/7/1956,MasterCard,5.50212E+15,16-Jul
123,female,Janice,E,Fye,4459 Lynn Avenue,Shawano,WI,54166,9/18/1963,MasterCard,5.43915E+15,16-Mar
124,female,Margie,R,White,687 Pinnickinick Street,Bellingham,WA,98226,10/9/1968,MasterCard,5.26546E+15,16-Nov
125,female,Donna,J,Peterson,130 Boring Lane,San Francisco,CA,94143,5/28/1941,MasterCard,5.37678E+15,17-Apr
126,female,Debra,J,Chavez,2122 Patton Lane,Garner,NC,27529,2/7/1991,Visa,4.53268E+15,14-Oct
127,male,Oscar,M,Baughman,3354 Findley Avenue,Minot,ND,58701,6/29/1952,MasterCard,5.43752E+15,18-Dec
128,male,James,S,Brown,3703 May Street,Stearns,KY,42647,1/28/1938,Visa,4.92912E+15,16-Dec
129,male,Peter,M,Kean,4020 Hidden Pond Road,Nashville,TN,37201,12/2/1944,MasterCard,5.39404E+15,15-Sep
130,male,Melvin,J,Burrows,2574 Hart Country Lane,Columbus,GA,31901,8/22/1954,Visa,4.55611E+15,17-Mar
131,female,Shara,N,Labonte,2653 Spring Haven Trail,Newark,NJ,7102,6/17/1945,Visa,4.91661E+15,15-Dec
132,male,John,E,Jones,4035 College Street,Decatur,GA,30030,8/1/1931,MasterCard,5.3865E+15,15-Jul
133,male,Leonard,E,Doyle,3127 Camden Place,Mount Pleasant,SC,29464,5/6/1993,MasterCard,5.19941E+15,17-Jan
134,male,Andrew,M,Baxter,518 Broad Street,Birmingham,AL,35203,11/21/1930,MasterCard,5.11844E+15,14-Nov
135,male,James,C,Kelley,2314 Eagles Nest Drive,Colfax,CA,95713,11/3/1938,Visa,4.55619E+15,18-Jul
136,male,Brian,E,Moore,2286 Angus Road,New York,NY,10007,10/26/1954,MasterCard,5.19348E+15,15-Apr
137,female,Brenda,D,Lamb,4132 Laurel Lane,Garden City,TX,79739,1/20/1980,MasterCard,5.31222E+15,15-May
138,female,Sharon,M,Russell,4313 Pooh Bear Lane,Seneca,SC,29678,12/18/1958,MasterCard,5.32208E+15,18-Aug
139,male,Michael,E,Jones,4586 Vernon Street,La Mesa,CA,91941,5/25/1950,MasterCard,5.45045E+15,16-May
140,male,Billy,K,Pitre,135 Raver Croft Drive,Oneida,TN,37841,12/19/1961,MasterCard,5.57683E+15,17-Oct
141,female,Michelle,T,Williams,1774 Don Jackson Lane,Honolulu,HI,96826,10/10/1925,Visa,4.91602E+15,18-Feb
142,male,James,M,Fontenot,4447 Small Street,New York,NY,10025,6/17/1949,MasterCard,5.26393E+15,17-Jan
143,female,Wendy,R,Gall,2497 Emeral Dreams Drive,Waterman,IL,60556,6/3/1981,MasterCard,5.17023E+15,16-Aug
144,male,David,M,Herman,63 Pearl Street,Sacramento,CA,95826,11/10/1995,MasterCard,5.38275E+15,14-May
145,male,Jon,R,Ross,679 Goldcliff Circle,Washington,DC,20200,12/26/1984,MasterCard,5.44896E+15,16-Dec
146,male,Daniel,M,Durham,108 Canis Heights Drive,Gardena,CA,90248,2/23/1933,MasterCard,5.25658E+15,18-Sep
147,female,Patricia,R,Santibanez,1623 Jail Drive,Bradford,IL,61421,12/28/1930,MasterCard,5.38035E+15,14-Nov
148,female,Carrie,J,Rivera,321 Oakway Lane,Los Angeles,CA,90017,1/29/1952,Visa,4.48579E+15,17-Jul
149,male,Earl,G,Callahan,3180 Hillcrest Circle,Minneapolis,MN,55415,6/3/1947,Visa,4.55683E+15,14-Dec
150,female,Margaret,R,Burns,4399 Burke Street,Weymouth,MA,2189,8/10/1944,MasterCard,5.25051E+15,15-Oct
151,female,Betty,J,Manuel,2037 Howard Street,Grand Rapids,MI,49503,4/16/1939,Visa,4.71672E+15,18-Aug
152,female,Dorothy,N,James,4687 Wright Court,Seattle,WA,98101,1/9/1963,Visa,4.55653E+15,15-May
153,female,Roberta,J,Phillips,716 Fieldcrest Road,New York,NY,10011,3/2/1953,Visa,4.71668E+15,14-Nov
154,female,Sherry,B,Andrus,3951 Irving Place,O Fallon,MO,63366,11/3/1925,Visa,4.92914E+15,16-Sep
155,female,Leila,J,Mahoney,4140 Leisure Lane,San Luis Obispo,CA,93401,1/7/1979,Visa,4.53984E+15,16-Oct
156,male,Timothy,L,Koonce,2293 Kimberly Way,Rockford,MI,49341,12/12/1937,MasterCard,5.45645E+15,15-Sep
157,male,Manuel,L,Weed,3747 Robinson Lane,Columbus,OH,43201,9/18/1925,MasterCard,5.35413E+15,18-Apr
158,male,Paul,D,Reece,2856 Clearview Drive,Denver,CO,80014,3/27/1950,MasterCard,5.17842E+15,17-Jun
159,female,Kellie,J,Stapleton,111 Harley Brook Lane,Johnstown,PA,15901,12/15/1948,MasterCard,5.17807E+15,15-May
160,female,Brandi,J,Steller,3494 Rogers Street,Cincinnati,OH,45236,9/9/1982,Visa,4.916E+15,18-Aug
161,male,Ronald,D,Lucius,873 Eva Pearl Street,Baton Rouge,LA,70802,2/5/1927,Visa,4.53917E+15,15-Feb
162,male,Ted,L,Shannon,3156 Perine Street,Mclean,VA,22101,9/20/1973,Visa,4.48598E+15,14-Oct
163,female,Eleanor,G,Negrete,272 Abia Martin Drive,Commack,NY,11725,4/26/1944,Visa,4.9293E+15,17-May
164,female,Geraldine,A,Dekker,1982 Ripple Street,Saginaw,MI,48607,12/20/1989,MasterCard,5.26502E+15,16-Apr
165,female,Jessica,I,Stewart,3969 Coffman Alley,Cave City,KY,42127,7/11/1956,MasterCard,5.41606E+15,18-Apr
166,male,Alejandro,S,Lewis,3083 Cherry Ridge Drive,Bloomfield Township,MI,48302,12/25/1929,MasterCard,5.51505E+15,18-Sep
167,male,Charles,F,Fairbanks,814 Despard Street,Atlanta,GA,30303,10/21/1995,Visa,4.53284E+15,14-Sep
168,male,Anthony,G,Kilian,498 Tyler Avenue,Miami,FL,33176,4/23/1977,MasterCard,5.26376E+15,14-Mar
169,female,Deanna,M,Farris,1401 Water Street,San Ramon,CA,94583,8/31/1941,MasterCard,5.57343E+15,16-Nov
170,female,Lesley,J,Brooks,700 Franklin Avenue,Daytona Beach,FL,32114,10/2/1932,Visa,4.92935E+15,14-Jul
171,female,Heather,S,Chin,4389 Farnum Road,New York,NY,10007,6/30/1947,MasterCard,5.41213E+15,14-Mar
172,male,Arnold,L,English,4179 Leisure Lane,Simi Valley,CA,93065,2/13/1993,MasterCard,5.37533E+15,15-Nov
173,female,Tina,M,Randall,4095 August Lane,Derry,LA,71457,5/19/1966,MasterCard,5.4377E+15,16-Mar
174,female,Karen,R,Thorne,117 Jim Rosa Lane,San Francisco,CA,94110,4/22/1937,Visa,4.53965E+15,16-Aug
175,male,Keith,B,Barr,3226 Cherry Camp Road,Chicago,IL,60639,12/21/1934,MasterCard,5.13459E+15,18-May
176,female,Beverly,J,Wilson,4360 Locust View Drive,Novato,CA,94947,1/28/1946,Visa,4.91651E+15,14-Jul
177,male,Kevin,J,Leon,2375 Kemper Lane,Salt Lake City,UT,84104,4/12/1970,MasterCard,5.15582E+15,14-Jun
178,male,Peter,M,Reese,139 Mercer Street,Wausau,WI,54401,9/18/1941,Visa,4.92966E+15,14-Mar
179,male,Brent,A,Boll,4817 Lady Bug Drive,Colorado Springs,CO,80903,10/20/1940,MasterCard,5.21499E+15,17-Apr
180,female,Mary,A,Shepler,3983 Washburn Street,Baton Rouge,LA,70814,9/16/1944,MasterCard,5.10366E+15,15-May
181,male,Keith,G,Evans,59 Scenicview Drive,Dallas,TX,75201,4/21/1982,Visa,4.55692E+15,14-Apr
182,female,Catherine,B,Ortega,866 Bungalow Road,La Vista,NE,68128,4/19/1958,MasterCard,5.38467E+15,17-Mar
183,female,Mary,R,Dixon,4464 Maxwell Farm Road,Roanoke,VA,24011,5/28/1933,MasterCard,5.37726E+15,17-Jul
184,female,Anita,D,Koster,777 Stoney Lane,Dallas,TX,75240,10/3/1945,Visa,4.53902E+15,18-Jun
185,female,Carrie,T,Leger,1979 Dale Avenue,Tacoma,WA,98402,11/27/1990,Visa,4.48558E+15,14-Feb
186,female,Gertrude,B,Cottrell,2723 Fannie Street,Houston,TX,77063,2/2/1948,MasterCard,5.30264E+15,17-Dec
187,male,Milan,A,Shamblin,373 Sunburst Drive,Naples,FL,33940,12/7/1977,Visa,4.53247E+15,18-May
188,female,Mariela,L,Guel,2411 Trainer Avenue,Kewanee,IL,61443,10/11/1972,MasterCard,5.33299E+15,15-Jul
189,male,Kenneth,S,Lomas,2361 Kyle Street,Wauneta,NE,69045,10/23/1943,Visa,4.53992E+15,18-Jan
190,female,Ethelene,R,Yost,4730 Water Street,Fremont,CA,94539,2/24/1986,Visa,4.53919E+15,15-Jan
191,male,Joshua,H,Crain,3000 Woodside Circle,Fort Walton Beach,FL,32548,2/21/1926,MasterCard,5.58473E+15,16-Jan
192,male,James,S,Miller,2049 Richison Drive,Absarokee,MT,59001,3/31/1932,MasterCard,5.56838E+15,16-Oct
193,female,Monserrate,M,Reed,2795 Foley Street,Tamarac,FL,33321,9/12/1955,MasterCard,5.48901E+15,16-Aug
194,male,Ernest,P,Watson,4757 Shinn Street,New York,NY,10004,1/2/1930,Visa,4.71656E+15,15-May
195,male,Herman,S,Reed,4493 Lincoln Drive,Lititz,PA,17543,11/2/1943,Visa,4.53283E+15,14-Feb
196,female,Christina,J,Backman,1621 Ridge Road,Riverdale,KS,67130,7/21/1984,Visa,4.53279E+15,16-Mar
197,female,Cynthia,W,Osborn,30 Glenview Drive,Corpus Christi,TX,78401,11/26/1960,MasterCard,5.52896E+15,17-Jun
198,female,Latonya,J,Parsons,4596 Edgewood Avenue,Fresno,CA,93721,5/6/1929,MasterCard,5.42321E+15,15-Oct
199,female,Stephanie,B,Adams,4717 Cantebury Drive,Elmsford,NY,10523,2/25/1949,MasterCard,5.53028E+15,16-Jul
200,female,Margaret,J,Gavin,1326 Illinois Avenue,Portland,OR,97205,9/2/1926,Visa,4.53228E+15,18-Jan
201,male,Thomas,A,Fogle,1170 Marigold Lane,Miami,FL,33165,12/7/1995,Visa,4.53978E+15,15-Oct
202,female,Ernestine,M,Tomes,723 Meadow Drive,Earlsboro,OK,74840,9/9/1944,MasterCard,5.20684E+15,15-Aug
203,male,Maurice,M,Greene,3186 Radio Park Drive,Atlanta,GA,30303,12/13/1985,MasterCard,5.18344E+15,17-Apr
204,male,Dale,G,Myers,2685 Primrose Lane,Poynette,WI,53955,11/6/1986,MasterCard,5.45578E+15,17-May
205,female,Jeanette,D,Henley,1546 Norman Street,Los Angeles,CA,90042,3/21/1947,Visa,4.5329E+15,16-Jul
206,female,Tara,M,Gamble,465 Weekley Street,San Antonio,TX,78229,3/13/1944,MasterCard,5.1393E+15,16-Aug
207,female,Victoria,J,Potvin,168 Vernon Street,California,CA,2110,10/21/1985,MasterCard,5.20217E+15,14-Sep
208,female,Lucille,W,Vasquez,1667 Driftwood Road,Los Gatos,CA,95030,10/10/1939,MasterCard,5.48981E+15,17-Jun
209,female,Shirley,D,Gutierrez,4472 Pringle Drive,Chicago,IL,60606,12/8/1956,Visa,4.4858E+15,17-Sep
210,male,Gregory,M,Giroux,2195 James Avenue,Wichita,KS,67202,4/9/1995,Visa,4.53943E+15,15-Dec
211,male,Paul,F,Carter,2372 Conaway Street,Saint Anthony,IN,47575,10/28/1965,MasterCard,5.54429E+15,16-May
212,female,Jennifer,M,Garcia,3134 Peck Court,Costa Mesa,CA,92627,2/18/1946,MasterCard,5.16505E+15,15-Nov
213,female,Sabrina,G,Huey,826 Webster Street,Rochelle Park,NJ,7662,9/12/1923,Visa,4.92907E+15,15-Mar
214,female,Jessica,G,Crawford,3777 Terra Street,Mount Vernon,WA,98273,3/10/1991,Visa,4.91625E+15,16-Mar
215,male,Joe,D,Moore,4523 Spadafore Drive,Altoona,PA,16601,7/3/1929,MasterCard,5.32895E+15,18-Jun
216,female,Mabel,H,Schoolcraft,3677 Columbia Boulevard,Dorrs Corner,MD,21108,12/18/1938,Visa,4.48538E+15,18-Jul
217,female,Patricia,R,Anderson,4414 Boone Crockett Lane,Lacey,WA,98503,10/26/1939,MasterCard,5.32303E+15,15-Dec
218,female,Helen,G,Harvey,1131 Sunny Glen Lane,Shaker Heights,OH,44120,10/28/1951,Visa,4.53273E+15,16-Nov
219,female,Ernestine,F,Cairns,992 Broadway Avenue,Johnson City,TN,37601,7/9/1984,Visa,4.55647E+15,16-Apr
